site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
BigCreekControl,1,9089,BARLT,20230602,05,9,12,Parkesia noveboracensis,Northern Waterthrush,0.6296,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,21,24,Parkesia noveboracensis,Northern Waterthrush,0.6872,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,36,39,Parkesia noveboracensis,Northern Waterthrush,0.727,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,39,42,Parkesia noveboracensis,Northern Waterthrush,0.7729,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,51,54,Parkesia noveboracensis,Northern Waterthrush,0.9341,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,66,69,Parkesia noveboracensis,Northern Waterthrush,0.7709,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,81,84,Parkesia noveboracensis,Northern Waterthrush,0.7103,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,96,99,Parkesia noveboracensis,Northern Waterthrush,0.6018,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,05,99,102,Empidonax oberholseri,Dusky Flycatcher,0.7738,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T055310-0700_REC.wav
BigCreekControl,1,9089,BARLT,20230602,06,12,15,Parkesia noveboracensis,Northern Waterthrush,0.6006,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T060000-0700_REC [+51.84539-123.07384].wav
BigCreekControl,1,9089,BARLT,20230602,06,18,21,Spinus pinus,Pine Siskin,0.5366,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T060000-0700_REC [+51.84539-123.07384].wav
BigCreekControl,1,9089,BARLT,20230602,06,27,30,Parkesia noveboracensis,Northern Waterthrush,0.7246,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T060000-0700_REC [+51.84539-123.07384].wav
BigCreekControl,1,9089,BARLT,20230602,06,42,45,Parkesia noveboracensis,Northern Waterthrush,0.7509,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T060000-0700_REC [+51.84539-123.07384].wav
BigCreekControl,1,9089,BARLT,20230602,06,57,60,Parkesia noveboracensis,Northern Waterthrush,0.9645,G:\Chilcotin_Cariboo_ARU_2023\Big Creek Control\ARU_9089 (Site 1)\11455527_20230602_YellowRail2023 [+51.84539-123.07384]\00009089_11455527_20230602T060000-0700_REC [+51.84539-123.07384].wav
